Row	Free_fatty_acid	Growth
YER086W	0.999981304757823	1
YER090W	0	0
YER091C	0	0
YER099C	0.999945212886086	1
YER119C	0.999946275157137	1
YER152C	0.99993899112835	1
YER170W	0.999939006592559	1
YER174C	0.999942872426919	1
YER175C	1.00000000000028	1
YER178W	0.996743845851465	1
YER183C	0.999984992833472	1
YFL001W	1.00710880119762	1
YFL011W	1	1
YFL017C	0.999938987369626	1
YFL018C	0.996729845647924	1
YFL022C	0	0
YFL030W	1.00400704792301	1
YFL045C	0	0
YFL053W	0.999979885637118	1
YFL055W	1	1
YFR015C	0.999938440550779	1
YFR019W	0.999942901938862	1
YFR025C	0	0
YFR030W	0	0
YFR033C	0.646982901178847	1
YFR047C	0.999994350436322	1
YFR053C	0.999938992742943	1
YGL001C	0	0
YGL008C	0.999979338922093	1
YGL009C	0	0
YGL012W	0	0
YGL026C	0	0
YGL037C	1.00316398420462	1
YGL040C	0	0
YGL055W	0	0
YGL062W	0.999939165540889	1
YGL063W	0.999941989895618	1
YGL067W	0.999938992742303	1
YGL077C	0.999945410808993	1
YGL080W	0.999938966719418	1
YGL084C	1	1
YGL119W	1.00398784009291	1
YGL125W	0.999979809892812	1
YGL142C	0.99994498107324	1
YGL148W	0	0
YGL154C	0	0
YGL184C	0.999939078581953	1
YGL186C	0.999984991186747	1
YGL187C	0.645302138187696	1
YGL191W	0.645302138187696	1
YGL202W	0.999876528315822	1
YGL224C	0.999940263065287	1
YGL225W	0.99999999999999	1
YGL234W	0	0
YGL245W	0	0
YGL248W	0.999986243279131	1
YGL253W	0.999938992742696	1
YGL256W	0.999978869067166	1
YGR007W	0.999994894296699	1
YGR010W	1.00309100109204	1
YGR019W	0.999979884608003	1
YGR020C	1.00308260466698	1
YGR032W	0.999945248790688	1
YGR055W	1	1
YGR060W	0	0
YGR061C	0	0
YGR065C	1	1
YGR087C	0.999994350436505	1
YGR088W	0.999938988678843	1
YGR094W	0	0
YGR096W	1.00000000000019	1
YGR110W	0.999994351520981	1
YGR121C	1	1
YGR124W	0.999944791330897	1
YGR138C	1	1
YGR143W	1	1
YGR155W	0.999993933324487	1
YGR157W	0.999979342877185	1
YGR170W	0.999999912449966	1
YGR171C	0.99999999999999	1
YGR175C	0	0
YGR177C	0.999939650074694	1
YGR180C	0.999993894016237	1
YGR183C	0.646982901178847	1
YGR185C	0	0
YGR191W	1	1
YGR192C	0.999979341792643	1
YGR193C	0.996743845851465	1
YGR194C	0.999993893703247	1
YGR202C	0.999938987369498	1
YGR204W	0	0
YGR208W	0.994342831384923	1
YGR209C	0.999968954997378	1
YGR240C	0.999948269818267	1
YGR243W	1	1
YGR244C	0.999945794244363	1
YGR247W	0.999979548894986	1
YGR248W	1.00399168296676	1
YGR254W	0.999980058400922	1
YGR255C	1.00398784009291	1
YGR256W	0.999991098753709	1
YGR260W	0.99993899274244	1
YGR264C	0	0
YGR267C	0.99994286944316	1
YGR277C	1.00399115539625	1
YGR282C	1.0000000007554	1
YGR286C	0.999994366755543	1
YGR287C	1.0000000007559	1
YGR289C	0.999941908632331	1
YGR292W	1.0000000007559	1
YHL003C	0.999979342548421	1
YHL011C	0.999938992742949	1
YHL016C	0.999944774850247	1
YHL032C	0.999938989722519	1
YHL036W	1	1
YHR001W-A	0.646982901178847	1
YHR002W	0.999305367300607	1
YHR007C	0	0
YHR011W	0.999977847655603	1
YHR018C	0	0
YHR019C	0	0
YHR020W	0	0
YHR025W	0	0
YHR026W	1.00308260466698	1
YHR037W	0.999945772606299	1
YHR039C-A	1.00308260466698	1
YHR042W	0	0
YHR046C	0.999979341792588	1
YHR051W	0.645302138187696	1
YHR063C	0.999985192918473	1
YHR067W	0.999947142317197	1
YHR068W	1.00000000000019	1
YHR072W	0	0
YHR074W	0.999938973004472	1
YHR091C	0.99999999999991	1
YHR092C	1	1
YHR094C	1	1
YHR096C	1	1
YHR100C	0.999939624051155	1
YHR104W	0.999999526170903	1
YHR106W	0.99994531881975	1
YHR123W	1.00079101639762	1
YHR128W	0.999942094710456	1
YHR137W	0.99991915273973	1
YHR144C	0.999940657345709	1
YHR162W	1	1
YHR163W	0.999624873012279	1
YHR174W	0.999938994730559	1
YHR183W	0.999891174664707	1
YHR190W	0	0
YHR208W	0	0
YHR216W	0.99993899150135	1
YIL002C	0.999999999999806	1
YIL006W	0.999938994730514	1
YIL009W	0.999939079666286	1
YIL010W	1.00000054386624	1
YIL013C	1	1
YIL020C	0	0
YIL053W	1.00298932358742	1
YIL066C	0.999979341792624	1
YIL074C	0.999994349482858	1
YIL078W	0	0
YIL083C	0.99994524776244	1
YIL094C	0	0
YIL099W	0.999941995268502	1
YIL107C	0.999945248790647	1
YIL111W	0.645302138237507	1
YIL116W	0	0
YIL124W	0.999938440550738	1
YIL125W	0.999979342548074	1
YIL134W	0.999939013747809	1
YIL145C	0.999948575205111	1
YIL155C	0.999939077273488	1
YIL160C	0.999994350436375	1
YIL162W	1.00000000000012	1
YIL172C	1.0000000007559	1
YIR027C	0.99994206503167	1
YIR028W	1	1
YIR029W	0.999939650471469	1
YIR031C	1.00000054386608	1
YIR032C	0.999938965478126	1
YIR034C	0	0
YIR037W	0.999945245064455	1
YJL005W	0.999978867983021	1
YJL026W	0.999945245064338	1
YJL045W	0.999984986501963	1
YJL052W	1.73560824581715	1
YJL060W	0.999939012439444	1
YJL068C	0.999938992743138	1
YJL071W	0.999985198291413	1
YJL088W	0	0
YJL091C	0.999941995077247	1
YJL097W	0.999938986415835	1
YJL100W	0.999945787806836	1
YJL101C	0.999994350436435	1
YJL121C	0.796099144921247	1
YJL129C	1	1
YJL130C	0	0
YJL134W	0.999939076031812	1
YJL137C	0.999938471301027	1
YJL139C	1.0000000007559	1
YJL153C	0	0
YJL155C	0.999939649163012	1
YJL166W	0.646982901178847	1
YJL167W	0	0
YJL196C	1.00079794378351	1
YJL198W	1	1
YJL212C	0.999994351191862	1
YJL214W	1	1
YJL216C	1.0000000007559	1
YJL219W	1	1
YJL221C	1.0000000007559	1
YJR001W	0.999939737327768	1
YJR009C	0.999981348517735	1
YJR010W	0.999994351521044	1
YJR013W	0.999979859611277	1
YJR016C	0	0
YJR019C	0.999939647920881	1
YJR025C	0.999945788871017	1
YJR048W	0.999942068595625	1
YJR049C	0.999994558630113	1
YJR057W	0.999945334108376	1
YJR073C	0	0
YJR077C	1	1
YJR078W	0.999939012439246	1
YJR095W	0.999950164006117	1
YJR103W	1.00079837742852	1
YJR105W	0.999612299618288	1
YJR109C	0	0
YJR110W	1.00079097015159	1
YJR121W	0.999884418306271	1
YJR130C	0.999938986416527	1
YJR133W	0.999994422118966	1
YJR137C	0	0
YJR139C	0	0
YJR143C	0.999939257951082	1
YJR148W	0	0
YJR152W	1	1
YJR153W	1.0000000007554	1
YJR158W	1	1
YJR159W	0.999938422163625	1
YJR160C	1	1
YKL001C	0	0
YKL004W	0.999938988281252	1
YKL008C	0.999979885636668	1
YKL016C	0.999884418306271	1
YKL019W	0.999938992742325	1
YKL024C	0	0
YKL026C	1.00079108099508	1
YKL029C	1.00318017064353	1
YKL035W	0.999938440550559	1
YKL055C	0.99998490576966	1
YKL060C	2.20820883892962	1
YKL067W	0	0
YKL080W	0.999980652902389	1
YKL085W	1.0085731650066	1
YKL088W	0.999945247745336	1
YKL094W	0.999938420854207	1
YKL104C	0.999938394830903	1
YKL106W	0.999938988678189	1
YKL120W	0.999762241874652	1
YKL127W	1.00085789234466	1
YKL132C	0.999994351191855	1
YKL140W	0.999942843281803	1
YKL141W	0.999979353493199	1
YKL146W	1	1
YKL148C	0.999950812058875	1
YKL152C	0.999939077273135	1
YKL165C	1.00305580171974	1
YKL181W	0.999902026596735	1
YKL182W	0.99994203732778	1
YKL184W	0.999979548894952	1
YKL188C	0.99994278286698	1
YKL192C	0.999994368402563	1
YKL194C	0.999999999999743	1
YKL211C	0	0
YKL212W	0.999939771416475	1
YKL216W	0	0
YKL217W	1.00000000075531	1
YKR009C	0.999994350436292	1
YKR031C	0.999938995763609	1
YKR039W	1	1
YKR043C	0.999993878259176	1
YKR053C	0.999939012439067	1
YKR058W	1.00712836030589	1
YKR061W	1.0000000007559	1
YKR066C	1.00077924362358	1
YKR067W	0	0
YKR069W	0.999999999999743	1
YKR072C	1.00392518395775	1
YKR080W	1.00079099302668	1
YKR089C	0.999979342876726	1
YKR097W	0.999939263324279	1
YLL012W	0.999979315767434	1
YLL015W	1	1
YLL018C	0	0
YLL028W	1	1
YLL031C	0.99994276285606	1
YLL041C	0.999994362137417	1
YLL043W	1	1
YLL048C	1.00000000000019	1
YLL052C	1	1
YLL057C	0.999999999999989	1
YLL061W	1.00000000000019	1
YLL062C	0.999994557545162	1
YLR011W	0.999944982856894	1
YLR017W	0.999962730475137	1
YLR020C	1.00000244189681	1
YLR027C	0.999943468901496	1
YLR028C	0.999979543521894	1
YLR038C	0.645302138237507	1
YLR043C	0.999938420854063	1
YLR044C	1.57505995936357	1
YLR056W	0.999994411520872	1
YLR058C	1.00109083849383	1
YLR060W	0	0
YLR070C	1.00079773147269	1
YLR081W	1	1
YLR089C	0.999945137027885	1
YLR092W	1	1
YLR100W	0	0
YLR109W	0.999994351520661	1
YLR133W	0.999938992076358	1
YLR134W	0.999979885636357	1
YLR138W	1	1
YLR142W	0.999938989357647	1
YLR146C	0.999939012439203	1
YLR153C	0.999987605733618	1
YLR155C	0.999979885635988	1
YLR157C	0.999979885635988	1
YLR158C	0.999979885635988	1
YLR160C	0.999979885635988	1
YLR172C	0.999999999999956	1
YLR174W	1.00451344143994	1
YLR180W	0	0
YLR189C	1.00000000000038	1
YLR201C	1.00398784009291	1
YLR209C	0.99999436675569	1
YLR231C	1.00389754487762	1
YLR237W	1	1
YLR240W	0.999938994730548	1
YLR245C	0.999994894296468	1
YLR258W	0.999938436795494	1
YLR260W	1.00001744586908	1
YLR284C	0.999994350436189	1
YLR285W	0.99999999999999	1
YLR295C	0.999884418306271	1
YLR299W	0.99999999999999	1
YLR300W	0.999984991941579	1
YLR303W	1.00079902857873	1
YLR304C	0.999722940410518	1
YLR305C	0.999938992075478	1
YLR307W	1.0000000007559	1
YLR308W	1.0000000007559	1
YLR328W	0.999945322406759	1
YLR342W	0.999938995097203	1
YLR348C	1.00017536735409	1
YLR354C	1.50501323433891	1
YLR355C	0	0
YLR359W	0	0
YLR372W	0.999994893268263	1
YLR377C	0.999994326057372	1
YLR382C	0.999999999999743	1
YLR386W	0.999941911754431	1
YLR395C	0.645302138237507	1
YLR410W	0.999978863693903	1
YLR420W	0	0
YLR432W	0.999939241474186	1
YLR438W	0.999979547866673	1
YLR447C	0.999980652902389	1
YLR450W	0.999944956116524	1
YML004C	1.01142682431572	1
YML008C	0.999938965478235	1
YML022W	0.999994350436145	1
YML035C	0.999938397852254	1
YML042W	0.999906880021313	1
YML054C	0.999938991501676	1
YML056C	0.999945543336381	1
YML059C	1.0039238623442	1
YML070W	0.999939012438737	1
YML075C	0.999938394831393	1
YML081C-A	0.999884418306271	1
YML086C	0.999938993654743	1
YML100W	0.999979341792747	1
YML106W	0.999979884896359	1
YML110C	1.00398784009291	1
YML120C	0.999911853228623	1
YML123C	1	1
YML126C	0	0
YMR006C	1.00393694330681	1
YMR008C	0.999994894296461	1
YMR009W	0.999994895051843	1
YMR011W	1	1
YMR013C	1.00000000000038	1
YMR015C	0.999994411521427	1
YMR020W	0.999994436791112	1
YMR041C	0.999994328427363	1
YMR054W	1.00316396062493	1
YMR056C	1	1
YMR062C	0	0
YMR083W	0.999994350436738	1
YMR088C	1	1
YMR101C	0.999939649162404	1
YMR105C	0.99994296552158	1
YMR108W	0	0
YMR113W	0.999944770411896	1
YMR120C	0.999979349856937	1
YMR145C	0.999993892931657	1
YMR165C	0.999994351192019	1
YMR169C	0.999939649162185	1
YMR170C	0.999939011772682	1
YMR189W	1.00314310655118	1
YMR202W	1.00401203927648	1
YMR205C	2.20820774892023	1
YMR207C	1.00000000077141	1
YMR208W	0	0
YMR217W	0	0
YMR220W	0	0
YMR226C	0.999938987658711	1
YMR241W	0.999940255428964	1
YMR250W	0.999979316851782	1
YMR256C	0.645302138187696	1
YMR261C	0.999994270356756	1
YMR267W	0.999945793682154	1
YMR271C	0.999979337503516	1
YMR272C	0.999979341792438	1
YMR278W	0.999945180260254	1
YMR281W	0.999938986416425	1
YMR289W	0.999941969245363	1
YMR293C	0.999945251293594	1
YMR296C	0.999939257951239	1
YMR298W	0.999978868738122	1
YMR300C	0	0
YMR303C	0.999941995268593	1
YMR313C	0.999938422842444	1
YMR318C	0.999951001414396	1
YMR319C	0.999979341792681	1
YNL003C	0.999939071858776	1
YNL009W	0.999945792597804	1
YNL029C	1.0000000007559	1
YNL037C	0.999938993654514	1
YNL045W	0.999938441859324	1
YNL071W	0.996743845851465	1
YNL073W	1.00000000000013	1
YNL101W	1	1
YNL104C	0.999495883501831	1
YNL106C	0.999979315767183	1
YNL117W	0.999962734807036	1
YNL129W	0.999938992742894	1
YNL130C	0.999938993654286	1
YNL141W	0.999941995268647	1
YNL142W	1	1
YNL169C	0.999283905544478	1
YNL192W	0.999994366755767	1
YNL202W	0.999938992742409	1
YNL220W	0	0
YNL241C	1.02357330002498	1
YNL247W	0	0
YNL256W	0.99993926419243	1
YNL267W	0.999939077273253	1
YNL268W	1	1
YNL270C	1	1
YNL277W	0.999994893267826	1
YNL280C	0	0
YNL292W	0.999985552110782	1
YNL316C	0	0
YNL318C	1	1
YNL325C	0.999941911754431	1
YNR001C	0.999979837876436	1
YNR008W	0.999939005824939	1
YNR012W	1.00086535095943	1
YNR013C	1	1
YNR016C	0	0
YNR019W	0.999939650471444	1
YNR033W	0.999941969245363	1
YNR041C	0.999945717802446	1
YNR043W	0	0
YNR050C	0	0
YNR056C	0.999939650074222	1
YNR057C	1.00484399638068	1
YNR058W	0.999979342877643	1
YNR067C	0.999994350436349	1
YNR072W	1	1
YOL011W	1.00503233613144	1
YOL020W	1	1
YOL033W	0.999999999999956	1
YOL049W	0.999994350436435	1
YOL052C	1.00391824578757	1
YOL055C	0.999945792449421	1
YOL058W	0	0
YOL059W	0.999939650942449	1
YOL061W	0.999939649162396	1
YOL064C	0.998179661248174	1
YOL065C	0.999939013351206	1
YOL066C	0	0
YOL068C	0.999994351520784	1
YOL086C	1.0027471780041	1
YOL096C	1.00398784009291	1
YOL097C	0	0
YOL103W	1	1
YOL126C	0.998070941070478	1
YOL136C	0.999994351521019	1
YOL140W	0	0
YOL143C	0	0
YOL151W	0.999941969383519	1
YOL156W	1	1
YOR011W	1	1
YOR025W	0.999994351520784	1
YOR040W	0.999999999999926	1
YOR054C	1.00392518936213	1
YOR065W	0.646982901178847	1
YOR071C	1	1
YOR074C	0	0
YOR081C	0.999938986416088	1
YOR095C	0	0
YOR099W	1.0000000007559	1
YOR100C	0.999941412562652	1
YOR108W	0.999995600361054	1
YOR109W	0.999938987369786	1
YOR120W	0.999938992742977	1
YOR125C	1.00398784009291	1
YOR126C	0.99994578722433	1
YOR128C	0	0
YOR130C	0	0
YOR136W	0.999938993654514	1
YOR142W	0.999945794244363	1
YOR143C	0.999994350436615	1
YOR155C	0.999939264171014	1
YOR163W	1.00080531390785	1
YOR168W	0	0
YOR171C	0.999938988281461	1
YOR175C	0.990242299449826	1
YOR176W	0	0
YOR180C	0.999994350436189	1
YOR184W	0.994356106194287	1
YOR190W	1.0000000007554	1
YOR192C	1	1
YOR202W	0	0
YOR209C	0.999978885386056	1
YOR221C	0.999939624448234	1
YOR222W	1	1
YOR236W	0	0
YOR241W	0.999979886720994	1
YOR245C	0.99993842176606	1
YOR270C	0.999945162296099	1
YOR273C	1	1
YOR278W	0	0
YOR303W	0	0
YOR311C	0.999939649162475	1
YOR321W	0.999941691662391	1
YOR323C	0.999765675355981	1
YOR332W	1.00308260466698	1
YOR335C	0	0
YOR347C	0.999939649162758	1
YOR348C	1	1
YOR360C	0.999938986703066	1
YOR374W	1.00000400288208	1
YOR375C	0.999973544315907	1
YOR377W	0.999938422162872	1
YOR388C	0.999938986128489	1
YPL015C	0.999994351520784	1
YPL023C	0.999984991942049	1
YPL028W	0.998605127160064	1
YPL036W	0.999979336419107	1
YPL040C	0.99999999999999	1
YPL053C	1.0000000007559	1
YPL057C	0.999939606247412	1
YPL059W	0.999938994051945	1
YPL061W	0.964026264041672	1
YPL069C	0.999942094710484	1
YPL078C	0.999884418306271	1
YPL087W	0.999950811304029	1
YPL091W	0.99993899728911	1
YPL092W	0.999979885636476	1
YPL097W	1.00000000000024	1
YPL104W	0.999999999999926	1
YPL110C	0.999994351520775	1
YPL111W	0.999938420853725	1
YPL117C	0	0
YPL134C	1	1
YPL147W	0.99994278286698	1
YPL148C	0.99993899365403	1
YPL160W	0	0
YPL172C	0	0
YPL188W	0.999984992833639	1
YPL189W	1	1
YPL206C	0.999939650074588	1
YPL212C	1.00712811043189	1
YPL214C	0.99995103430063	1
YPL231W	0.99994203732778	1
YPL234C	1.00308260466698	1
YPL244C	1.00000000000024	1
YPL252C	1.00400704886167	1
YPL258C	0.999945791420303	1
YPL262W	0.999353902000373	1
YPL265W	1	1
YPL268W	1.00079099626269	1
YPL271W	0.999884418306271	1
YPL273W	0.999939242715982	1
YPL274W	1	1
YPR001W	0.999939650471449	1
YPR002W	0.999993876612581	1
YPR006C	0.999978867983463	1
YPR020W	0.999878680070168	1
YPR021C	0.998551761221012	1
YPR026W	0.99993901335105	1
YPR033C	0	0
YPR035W	0	0
YPR036W	0.999980652902389	1
YPR047W	0.99998499118667	1
YPR060C	0	0
YPR062W	0.999938966719934	1
YPR069C	0.999947743396301	1
YPR074C	0.999839814294741	1
YPR081C	0.999506230942616	1
YPR113W	0	0
YPR121W	0.999947255612909	1
YPR128C	0.999938440550547	1
YPR138C	1	1
YPR140W	0.99993900837534	1
YPR145W	1.00077192732905	1
YPR156C	1	1
YPR159W	1	1
YPR160W	1.00000000000059	1
YPR167C	0	0
YPR183W	0	0
YPR184W	0.999994325166044	1
YPR191W	0.646982901178847	1
YPR192W	1	1
YHR215W	1.0000000007559	1
YMR058W	0.999994350436371	1
YDR538W	1.00400705333973	1
YDR539W	1.00398786632682	1
YJR024C	0.999939623139767	1
YPR118W	0.999939071900786	1
YAR069W-A	1	1
YHR214W-F	1	1
YDL040C	0.999984904685022	1
YGR147C	0.999984904685022	1
YHR013C	0.999994351191835	1
YFL058W	0.999945207109389	1
YDR071C	0.999994350436238	1
YFR055W	0.999938420854173	1
YDL166C	0.999960384767769	1
YDR020C	0.9999943534476	1
YOL077W-A	0.999878680070168	1
YJR069C	0.999938882671176	1
YLL058W	0.999941868652102	1
YML082W	0.999947376947158	1
YLR345W	1.00308941086058	1
YLR446W	0.999938691454881	1
YMR084W	0.999949727030378	1
YNL229C	0.999938992742981	1
YNR027W	0.999940017705979	1
YOL092W	1	1
YMR323W	0.999938992743018	1
YOR393W	1.00079041506821	1
YPL281C	0.99993905000903	1
YBR241C	1	1
YGL104C	1	1
YCL047C	0.999979337503624	1
YER141W	1.0030847275214	1
YHL012W	0.999975920205204	1
YFL060C	0.99997886695424	1
YDR231C	0.999938992742665	1
YGR062C	0.999938992742665	1
YHR116W	0.999938992742665	1
YJL003W	0.999938992742665	1
YLL018C-A	0.999938992742665	1
YPL132W	0.999938992742665	1
YDR387C	1	1
YCR068W	0.999938991501448	1
YAL035W	0.999938969112798	1
YLL001W	0.999938969112773	1
YNL036W	0.999989895617708	1
YMR306W	0.999936170468798	1
YFL054C	1	1
YDR105C	1	1
YDR456W	1	1
YBR001C	0.999951371434007	1
YDL024C	1.00715613577499	1
YDL246C	0.999939649162385	1
YDR242W	0.999938994051368	1
YDR441C	0.999979342548065	1
YJL200C	0.999938993654516	1
YOR283W	1.00024822655143	1
YGR043C	0.999938992075168	1
YLR164W	0.999994910615646	1
YNL334C	0.99997886369339	1
