Row	s_4207	Growth	mutant yield(u=0.05)	FC(0.05/0.1)
YJR057W	0.999999963	1	1.168113456	1.143081932
YEL039C	0.999998451	1	1.168113456	1.143081932
YBR132C	0.999998458	1	1.168113456	1.143081932
YKL217W	0.999999859	1	1.168113456	1.143081932
YGL037C	0.999999963	1	1.168113456	1.143081932
YDR036C	0.999999859	1	1.168113456	1.143081932
YOR190W	1	1	1.168113455	1.143081931
YOL033W	0.999998488	1	1.168113455	1.143081931
YGL169W	0.999998488	1	1.168113455	1.143081931
YMR210W	0.999998488	1	1.168113455	1.143081931
YDR009W	0.999998488	1	1.168113455	1.143081931
YER081W	0.99999831	1	1.168113455	1.143081931
YBL015W	1.000000322	1	1.168113453	1.14308193
YDR513W	0.999998347	1	1.168113452	1.143081929
YJR110W	0.999998959	1	1.168113452	1.143081929
YJL097W	0.999999859	1	1.168113452	1.143081929
YOR100C	0.999998451	1	1.168113452	1.143081929
YFL058W	0.999999975	1	1.168113452	1.143081928
YCR105W	0.999999963	1	1.168113447	1.143081924
YKR031C	0.999998451	1	1.168113447	1.143081924
YPL069C	0.999999821	1	1.168113447	1.143081924
YOR375C	0.999986139	1	1.168113447	1.143081924
YOR221C	0.999998959	1	1.168113447	1.143081924
YGL067W	1.000000433	1	1.168113447	1.143081924
YNL130C	0.999998451	1	1.168113447	1.143081924
YMR319C	1.000000433	1	1.168113447	1.143081923
YML100W	0.999999963	1	1.168113446	1.143081923
YDL142C	0.999999859	1	1.168113446	1.143081923
YBR249C	0.99999846	1	1.168113441	1.143081918
YMR099C	1.000000317	1	1.168113438	1.143081915
YML086C	1.000000433	1	1.168113438	1.143081915
YKL035W	0.999998451	1	1.168113438	1.143081915
YER042W	1.000000433	1	1.168113438	1.143081915
YKL218C	0.999998451	1	1.168113438	1.143081915
YKR076W	0.999998451	1	1.168113438	1.143081915
YBR042C	0.999998922	1	1.168113438	1.143081915
YFR047C	0.999998347	1	1.168113438	1.143081915
YPR026W	0.99999831	1	1.168113438	1.143081915
YAL035W	0.999999821	1	1.168113437	1.143081914
YMR301C	0.999999821	1	1.168113437	1.143081914
YGR286C	0.999998451	1	1.168113437	1.143081914
YOR270C	1.00000047	1	1.168113437	1.143081914
YPL206C	0.999999859	1	1.168113437	1.143081914
YMR113W	1.000000127	1	1.168113437	1.143081914
YPL212C	0.999999963	1	1.168113437	1.143081914
YOR120W	0.999999669	1	1.168113437	1.143081914
YCR024C-A	1	1	1.168113437	1.143081914
YEL017C-A	1	1	1.168113437	1.143081914
YMR226C	0.999999963	1	1.168113437	1.143081914
YKL192C	0.999998495	1	1.168113437	1.143081914
YGL184C	0.999998451	1	1.168113437	1.143081914
YJL200C	1.000000244	1	1.168113437	1.143081914
YDR248C	0.999999963	1	1.168113437	1.143081914
YGL065C	0.999999338	1	1.168113437	1.143081914
YLR438W	0.999998353	1	1.168113437	1.143081914
YDR440W	0.999998347	1	1.168113437	1.143081914
YJL126W	0.99999831	1	1.168113437	1.143081914
YKR043C	1.000000433	1	1.168113437	1.143081914
YGR256W	0.999999963	1	1.168113437	1.143081914
YDR173C	0.999998922	1	1.168113437	1.143081914
YKL026C	0.999998451	1	1.168113437	1.143081914
YLR284C	0.999999859	1	1.168113437	1.143081914
YHL016C	1.000000244	1	1.168113437	1.143081914
YNL219C	0.999999963	1	1.168113437	1.143081914
YLR047C	0.999999963	1	1.168113437	1.143081914
YMR271C	0.999998805	1	1.168113437	1.143081914
YGL142C	0.999999963	1	1.168113437	1.143081914
YBR036C	0.999998451	1	1.168113433	1.14308191
YGL248W	0.999998451	1	1.168113433	1.14308191
YER065C	0.999999827	1	1.168113433	1.14308191
YEL038W	0.999998451	1	1.168113432	1.143081909
YMR009W	0.999998451	1	1.168113432	1.143081909
YGL125W	0.999999063	1	1.168113382	1.14308186
YER073W	1.000000433	1	1.168113369	1.143081848
YAL044C	0.999952947	1	1.168113338	1.143081817
YDR019C	0.999952947	1	1.168113338	1.143081817
YMR189W	0.999952947	1	1.168113338	1.143081817
YJR048W	0.999998347	1	1.168113332	1.143081811
YBR263W	0.999955486	1	1.168113319	1.143081798
YJR069C	0.999997156	1	1.168113284	1.143081764
YDR503C	0.999991144	1	1.168112381	1.14308088
YDL166C	1.000365876	1	1.168110792	1.143079325
YML120C	0.999900787	1	1.168110416	1.143078957
YGL062W	0.99997523	1	1.168106941	1.143075557
YJR095W	0.999963579	1	1.168106527	1.143075152
YHR144C	0.999961362	1	1.168105623	1.143074267
YDL085W	0.999915083	1	1.168100702	1.143069451
YNL104C	0.999647739	1	1.168095922	1.143064774
YBR221C	1.000965857	1	1.168095233	1.1430641
YER178W	1.000965857	1	1.168095233	1.1430641
YGR193C	1.000965857	1	1.168095233	1.1430641
YNL071W	1.000965857	1	1.168095233	1.1430641
YFL018C	1.000973118	1	1.168095063	1.143063934
YBR291C	0.999914003	1	1.168092173	1.143061106
YGR209C	0.999796214	1	1.168081509	1.14305067
YHR183W	0.999793993	1	1.168079781	1.143048979
YHL012W	0.999713583	1	1.168075383	1.143044675
YPR074C	0.999769505	1	1.168075378	1.14304467
YAL054C	0.999998352	1	1.168057579	1.143027253
YER170W	1.000000929	1	1.168057517	1.143027192
YKL181W	0.999558488	1	1.168055064	1.143024792
YPL061W	1.01874565	1	1.168046435	1.143016348
YLR304C	0.997295108	1	1.167754788	1.14273095
YJR105W	0.998513085	1	1.167741337	1.142717788
YDR300C	0.998319791	1	1.167715474	1.142692479
YOR323C	0.998319791	1	1.167715474	1.142692479
YLR027C	0.996043834	1	1.167524068	1.142505174
YPL028W	0.995948461	1	1.167484365	1.142466322
YPR021C	0.990433248	1	1.167441064	1.142423949
YPR081C	0.994757261	1	1.167418959	1.142402318
YLR044C	1.013848385	1	1.167173647	1.142162263
YNL169C	0.99211147	1	1.167070846	1.142061664
YLR354C	1.013795777	1	1.166717344	1.141715738
YPL262W	0.998164437	1	1.166498608	1.141501689
YOL126C	0.991284428	1	1.166327234	1.141333988
YOL064C	0.992433417	1	1.166221895	1.141230906
YLR058C	0.999740191	1	1.165399243	1.140425882
YOR184W	0.981297328	1	1.162937243	1.138016641
YGR208W	0.981297192	1	1.162390685	1.137481795
YOR175C	0.857910263	1	1.150768355	1.12610852
YML004C	0.999998922	1	1.128219172	1.104042543
YDR272W	0.999998922	1	1.128219172	1.104042543
YKL060C	0.774513721	1	0.906503614	0.887078132
YMR205C	0.774513721	1	0.906503614	0.887078132
YNL241C	0.705560964	1	0.790275305	0.773340482
YGL202W	0.613027522	1	0.754390264	0.738224422
YHR137W	0.612361873	1	0.754016596	0.737858761
YDR516C	0.562552656	1	0.649169021	0.635257967
Q0105	0.479999229	1	0.559983088	0.547983201
YBL045C	0.479999229	1	0.559983088	0.547983201
YDR529C	0.479999201	1	0.559983088	0.547983201
YEL024W	0.479999201	1	0.559983088	0.547983201
YFR033C	0.479999201	1	0.559983088	0.547983201
YGR183C	0.479999201	1	0.559983088	0.547983201
YHR001W-A	0.479999201	1	0.559983088	0.547983201
YJL166W	0.479999201	1	0.559983088	0.547983201
YOR065W	0.479999201	1	0.559983088	0.547983201
YPR191W	0.479999201	1	0.559983088	0.547983201
Q0045	0.472398061	1	0.555525122	0.543620764
Q0250	0.472398061	1	0.555525122	0.543620764
Q0275	0.472398061	1	0.555525122	0.543620764
YDL067C	0.472398061	1	0.555525122	0.543620764
YLR395C	0.472402134	1	0.555523411	0.54361909
YGL187C	0.472400617	1	0.555523411	0.54361909
YGL191W	0.472400617	1	0.555523411	0.54361909
YHR051W	0.472400617	1	0.555523411	0.54361909
YIL111W	0.472400617	1	0.555523411	0.54361909
YLR038C	0.472400617	1	0.555523411	0.54361909
YMR256C	0.472400617	1	0.555523411	0.54361909
YJL121C	0.450653812	1	0.454941961	0.445193002
bcere0029_32090	0.107785123	1	0.218014677	0.213342836
A7U8C7	0.101258584	1	0.157130303	0.153763155
WT_yields	1.021898276	0.040553414	0	0
YAR015W	0	0	0	0
YBL033C	0	0	0	0
YBL076C	0	0	0	0
YBR029C	0	0	0	0
YBR115C	0	0	0	0
YBR126C	0	0	0	0
YBR153W	0	0	0	0
YBR166C	0	0	0	0
YBR248C	0	0	0	0
YBR256C	0	0	0	0
YCL018W	0	0	0	0
YCL030C	0	0	0	0
YCR053W	0	0	0	0
YDL055C	0	0	0	0
YDL093W	0	0	0	0
YDL131W	0	0	0	0
YDL141W	0	0	0	0
YDL205C	0	0	0	0
YDR007W	0	0	0	0
YDR037W	0	0	0	0
YDR044W	0	0	0	0
YDR047W	0	0	0	0
YDR074W	0	0	0	0
YDR127W	0	0	0	0
YDR158W	0	0	0	0
YDR232W	0	0	0	0
YDR234W	0	0	0	0
YDR341C	0	0	0	0
YDR353W	0	0	0	0
YDR354W	0	0	0	0
YDR408C	0	0	0	0
YDR454C	0	0	0	0
YDR487C	0	0	0	0
YEL021W	0	0	0	0
YER003C	0	0	0	0
YER014W	0	0	0	0
YER023W	0	0	0	0
YER026C	0	0	0	0
YER043C	0	0	0	0
YER052C	0	0	0	0
YER055C	0	0	0	0
YER069W	0	0	0	0
YER090W	0	0	0	0
YER091C	0	0	0	0
YFL022C	0	0	0	0
YFL045C	0	0	0	0
YFR025C	0	0	0	0
YFR030W	0	0	0	0
YGL001C	0	0	0	0
YGL009C	0	0	0	0
YGL012W	0	0	0	0
YGL026C	0	0	0	0
YGL040C	0	0	0	0
YGL055W	0	0	0	0
YGL148W	0	0	0	0
YGL154C	0	0	0	0
YGL234W	0	0	0	0
YGL245W	0	0	0	0
YGR060W	0	0	0	0
YGR061C	0	0	0	0
YGR094W	0	0	0	0
YGR175C	0	0	0	0
YGR185C	0	0	0	0
YGR204W	0	0	0	0
YGR264C	0	0	0	0
YHR007C	0	0	0	0
YHR018C	0	0	0	0
YHR019C	0	0	0	0
YHR020W	0	0	0	0
YHR025W	0	0	0	0
YHR042W	0	0	0	0
YHR072W	0	0	0	0
YHR190W	0	0	0	0
YHR208W	0	0	0	0
YIL020C	0	0	0	0
YIL078W	0	0	0	0
YIL094C	0	0	0	0
YIL116W	0	0	0	0
YIR034C	0	0	0	0
YJL088W	0	0	0	0
YJL130C	0	0	0	0
YJL153C	0	0	0	0
YJL167W	0	0	0	0
YJR016C	0	0	0	0
YJR073C	0	0	0	0
YJR109C	0	0	0	0
YJR137C	0	0	0	0
YJR139C	0	0	0	0
YJR148W	0	0	0	0
YKL001C	0	0	0	0
YKL024C	0	0	0	0
YKL067W	0	0	0	0
YKL182W	0	0	0	0
YKL211C	0	0	0	0
YKL216W	0	0	0	0
YKR067W	0	0	0	0
YLL018C	0	0	0	0
YLR060W	0	0	0	0
YLR100W	0	0	0	0
YLR180W	0	0	0	0
YLR355C	0	0	0	0
YLR359W	0	0	0	0
YLR420W	0	0	0	0
YML126C	0	0	0	0
YMR062C	0	0	0	0
YMR108W	0	0	0	0
YMR208W	0	0	0	0
YMR217W	0	0	0	0
YMR220W	0	0	0	0
YMR300C	0	0	0	0
YNL220W	0	0	0	0
YNL247W	0	0	0	0
YNL280C	0	0	0	0
YNL316C	0	0	0	0
YNR016C	0	0	0	0
YNR043W	0	0	0	0
YNR050C	0	0	0	0
YOL058W	0	0	0	0
YOL066C	0	0	0	0
YOL097C	0	0	0	0
YOL140W	0	0	0	0
YOL143C	0	0	0	0
YOR074C	0	0	0	0
YOR095C	0	0	0	0
YOR128C	0	0	0	0
YOR130C	0	0	0	0
YOR168W	0	0	0	0
YOR176W	0	0	0	0
YOR202W	0	0	0	0
YOR236W	0	0	0	0
YOR278W	0	0	0	0
YOR303W	0	0	0	0
YOR335C	0	0	0	0
YPL117C	0	0	0	0
YPL160W	0	0	0	0
YPL172C	0	0	0	0
YPL231W	0	0	0	0
YPR033C	0	0	0	0
YPR035W	0	0	0	0
YPR060C	0	0	0	0
YPR113W	0	0	0	0
YPR167C	0	0	0	0
YPR183W	0	0	0	0
fdyG	0	1	0	0
